"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
150	0.1933045	0.3370881	0.2500438	0.0446410	0.7336088	0.5976104	0.1170889	0.8834276	0.0247122	0.0979271
151	0.2194628	0.2560904	0.2669088	0.0361335	0.7563047	0.6038494	0.0451704	0.8573390	0.0121421	0.0774365
152	0.2295896	0.2948228	0.3096082	0.0462287	0.7651243	0.5785940	0.0457040	0.8655754	0.0000000	0.0895419
153	0.2135285	0.2774126	0.2735127	0.0442523	0.7700711	0.5293097	0.0785940	0.8779911	0.0008852	0.0415429
154	0.2208310	0.2897400	0.2802185	0.0362924	0.7650772	0.5940080	0.1055550	0.8633908	0.0157661	0.0799117
155	0.2463957	0.2784271	0.2697962	0.0538863	0.7344145	0.5745295	0.0647119	0.8704313	0.0167213	0.0653219
156	0.1937821	0.3273457	0.3036723	0.0298917	0.7742080	0.5543699	0.0395935	0.8524676	0.0197273	0.0632508
157	0.2269701	0.3043015	0.2858838	0.0276497	0.7607574	0.6040684	0.0052126	0.8733149	0.0071709	0.0537043
158	0.1887153	0.2854450	0.2991818	0.0127374	0.7254204	0.5852426	0.0477381	0.8064202	0.0105331	0.1094886
159	0.2376579	0.3404091	0.2870191	0.0437980	0.7614705	0.5715462	0.0188167	0.8171461	0.0169992	0.1094901
160	0.2591015	0.2755925	0.3179039	0.0006531	0.7408306	0.5521998	0.0752646	0.8689557	0.0369353	0.0775854
161	0.1915506	0.2934297	0.2879909	0.0544815	0.7721714	0.5710597	0.0710601	0.8455165	0.0347809	0.0590017
162	0.2308346	0.2851942	0.3270949	0.0625123	0.7822456	0.5239505	0.0000000	0.9057583	0.0143734	0.0914500
163	0.2302907	0.3081177	0.3119578	0.0723370	0.7801859	0.5344761	0.0459822	0.8804760	0.0016306	0.0937520
164	0.1949531	0.3282462	0.2891476	0.0476648	0.7670010	0.5249372	0.0224184	0.8542560	0.0164935	0.1162925
165	0.2625982	0.3306646	0.3134436	0.0469057	0.7513313	0.5185845	0.0353129	0.8568689	0.0055588	0.0816635
166	0.2184752	0.3180622	0.3273238	0.0058409	0.7065350	0.5794991	0.0731889	0.8862981	0.0171277	0.1147146
167	0.2125168	0.2828787	0.3185067	0.0562430	0.7875555	0.5746954	0.0258828	0.8726503	0.0281913	0.0811763
168	0.2439715	0.3252433	0.3370044	0.0353529	0.8194323	0.5779463	0.0539773	0.8756073	0.0164694	0.1175439
169	0.2477650	0.2741293	0.3133975	0.0223392	0.8026344	0.5618913	0.0341276	0.8607804	0.0000000	0.0593368
170	0.2386925	0.2885357	0.3453109	0.0151288	0.8103712	0.5688717	0.0534166	0.8683910	0.0066846	0.0974572
171	0.2846978	0.2921439	0.3192738	0.0102050	0.7701138	0.5178485	0.0249215	0.8428890	0.0232022	0.1245998
172	0.2296084	0.3077239	0.2923224	0.0561001	0.7509043	0.5830636	0.0506567	0.8217410	0.0528548	0.1005901
173	0.2781643	0.2431947	0.3247051	0.0536560	0.7629836	0.6024764	0.0783153	0.8761840	0.0000000	0.0839763
174	0.2701461	0.2557363	0.3156992	0.0047938	0.7759008	0.5628054	0.0394915	0.8678817	0.0286494	0.1024567
175	0.2565886	0.2792127	0.2885252	0.0873176	0.7767150	0.5163292	0.0444964	0.8538494	0.0534260	0.0959534
176	0.2443388	0.2873751	0.2992232	0.0905254	0.7692562	0.5327302	0.0668325	0.8752315	0.0616468	0.1117540
177	0.2232333	0.2357193	0.2791656	0.0629654	0.7299722	0.5505315	0.0258331	0.8731230	0.0308454	0.1196483
178	0.2980676	0.2152716	0.3229404	0.0570218	0.7799521	0.5429807	0.0929614	0.8564569	0.0261528	0.1203083
179	0.2468142	0.2530914	0.2667102	0.0083463	0.7342275	0.5874698	0.0433017	0.8921420	0.0097171	0.1100132
180	0.2085749	0.2678186	0.3204414	0.0061486	0.7527305	0.5343014	0.0369224	0.8530761	0.0128335	0.1032674
181	0.2579548	0.2853018	0.3265318	0.0284762	0.7943273	0.5696168	0.0391230	0.9328345	0.0184040	0.1186905
182	0.2722791	0.2949583	0.2934182	0.0487493	0.8170783	0.5222902	0.0425370	0.8375025	0.0638844	0.1130563
183	0.2814076	0.2520170	0.3330554	0.0248911	0.8477576	0.5724285	0.0153177	0.8956407	0.0212752	0.1052969
184	0.2565617	0.3195627	0.3243475	0.0635878	0.7908626	0.5932579	0.0896121	0.9111667	0.0288532	0.0872622
185	0.2575588	0.2793622	0.2975009	0.1042781	0.7757554	0.5880008	0.0784311	0.9004215	0.0302703	0.0755590
186	0.2609239	0.2847674	0.3236884	0.0414329	0.8195651	0.5481876	0.0094862	0.9018837	0.0098215	0.0869333
